,Restaurant,City,Area,Address,Food type,Price,Avg ratings,Total ratings,longitude,latitude
9226,Snack It,Kolkata,South Kolkata,South Kolkata,"Indian,Chinese,Bengali,Oriental,Seafood",250.0,2.9,80,88.3202144,22.4592977
9227,Magnolia Bakery,Bangalore,Indiranagar,Indiranagar,"Desserts,Bakery,Ice Cream",500.0,4.6,100,77.64687767290454,12.9694164
9228,Hotel Geo,Bangalore,Central Bangalore,Central Bangalore,"Coastal,Goan,Indian",650.0,2.9,80,77.5271876,12.9681914
9229,Sricanth Dhaba,Hyderabad,Ameerpet,Ameerpet,Indian  Chinese,280.0,3.2,20,78.4447343,17.4355002
9230,Pan Biryani,Pune,Bibwewadi,Bibwewadi,"Biryani,Snacks,Fast Food,Lebanese,Combo",200.0,2.9,80,73.8754318257952,18.48190885
9231,Umpire Chicken County,Bangalore,Central Bangalore,Central Bangalore,"Chinese,Tandoor,North Indian,Biryani",300.0,2.9,80,77.5271876,12.9681914
9232,Momos,Chennai,T Nagar,T Nagar,Chinese,300.0,2.9,80,80.2193838,13.0952815
9233,Mithran Fast Food,Chennai,Villivakkam,Villivakkam,"Chinese,Biryani",300.0,2.9,80,80.20915605976413,13.11030995
9234,Nivala Apka Apna,Mumbai,Andheri East,Andheri East,"North Indian,Chinese,Indian",200.0,5.0,20,72.8675588,19.127716
9235,Theobroma,Delhi,Rohini,Rohini,"Desserts,Bakery,Beverages",850.0,4.4,100,77.11627651586947,28.75081525
9236,Toastie And Tonic,Kolkata,Jadavpur,Jadavpur,Indian  Bakery,280.0,2.9,80,88.3749813,22.4951079
9237,Cafe Mon,Kolkata,Jadavpur,Jadavpur,Fast Food  Beverages  Desserts,200.0,2.9,80,88.3749813,22.4951079
9238,Kabir Biryani House And Restaurant,Kolkata,Central Kolkata,Central Kolkata,Biryani  Mughlai,200.0,2.9,80,88.3587427,22.5724857
9239,Sainath Khanawal,Pune,Shivaji Nagar,Shivaji Nagar,"Maharashtrian,Thalis",300.0,2.9,80,73.7729748,18.6062334
9240,Aarz Restaurant,Pune,Swargate,Swargate,Indian,240.0,2.9,80,73.85290370572457,18.500494850000003
9241,Ghone'S Pure Non-Veg,Pune,Bibwewadi,Bibwewadi,North Indian,200.0,2.9,80,73.8754318257952,18.48190885
9242,69 Dacker'S Lane,Bangalore,Indiranagar,Indiranagar,"Bengali,Biryani",250.0,2.9,80,77.64687767290454,12.9694164
9243,Swarajya Wadewale,Pune,Camp,Camp,"Snacks,South Indian,Beverages",200.0,2.9,80,74.5080302,15.8595329
9244,Let'S Hangout@001,Pune,Koregaon Park,Koregaon Park,"Chinese,Pizzas,Pastas",1000.0,2.9,80,73.8929915,18.5377173
9245,Murthalwala,Delhi,Rohini,Rohini,"Punjabi,North Indian,Indian",200.0,4.2,20,77.11627651586947,28.75081525
9246,Mr Paratha,Delhi,Rohini,Rohini,"Punjabi,North Indian,Indian",200.0,3.9,20,77.11627651586947,28.75081525
9247,Lala Pakode Wala,Delhi,Rohini,Rohini,"Snacks,Fast Food,Punjabi",200.0,4.4,20,77.11627651586947,28.75081525
9248,Haandiwala,Delhi,Rohini,Rohini,"Punjabi,North Indian,Indian",200.0,2.9,80,77.11627651586947,28.75081525
9249,Thaaliwalaa,Delhi,Rohini,Rohini,"Punjabi,North Indian,Indian,Thalis",200.0,4.0,20,77.11627651586947,28.75081525
9250,Wat A Paratha,Delhi,Rohini,Rohini,"Punjabi,North Indian,Indian",200.0,2.9,80,77.11627651586947,28.75081525
9251,Pista House Restaurant,Hyderabad,Uppal,Uppal,"Biryani,Chinese,Tandoor,Ice Cream,Beverages",400.0,4.0,500,78.5612562,17.4025091
9252,Chinese By Heart,Delhi,Rohini,Rohini,"Chinese,Asian,Snacks,Fast Food",200.0,4.1,20,77.11627651586947,28.75081525
9253,The Hungry Street,Delhi,Rohini,Rohini,"Continental,Snacks,Fast Food",200.0,2.9,80,77.11627651586947,28.75081525
9254,The Mealbox,Delhi,Rohini,Rohini,"Thalis,Punjabi,North Indian,Indian",200.0,2.9,80,77.11627651586947,28.75081525
9255,J.K. Muskan Rool Jaiswal Corner,Kolkata,Central Kolkata,Central Kolkata,"Chinese,Pastas",250.0,2.9,80,88.3587427,22.5724857
9256,Cookies & Cakes,Kolkata,South Kolkata,South Kolkata,Desserts,400.0,4.7,20,88.3202144,22.4592977
9257,Mr Naan & Mrs Curry,Delhi,Rohini,Rohini,"Punjabi,North Indian,Indian",200.0,2.9,80,77.11627651586947,28.75081525
9258,Kanji Kadai,Chennai,Mylapore,Mylapore,"South Indian,Chinese",400.0,4.3,20,80.266444,13.032611
9259,Benji'S Darbar,Mumbai,Kurla,Kurla,"Chinese,North Indian",300.0,2.9,80,72.8847136,19.0629954
9260,Chicking,Mumbai,Kurla,Kurla,"Fast Food,Continental",500.0,2.9,80,72.8847136,19.0629954
9261,The Melbourne Cafe,Kolkata,Jadavpur,Jadavpur,Continental  Bakery  Desserts,500.0,2.9,80,88.3749813,22.4951079
9262,S.R.Kathar Biryani,Chennai,Perambur,Perambur,Indian,250.0,2.9,80,80.2444143,13.107719
9263,Hotel City Point,Hyderabad,Himayath Nagar,Himayath Nagar,"Chinese,Indian",200.0,2.9,80,78.48466897611767,17.398225038981398
9264,Starboy Pizza & Shakes,Pune,Bibwewadi,Bibwewadi,"Pizzas,Fast Food,Desserts,Beverages",400.0,2.9,80,73.8754318257952,18.48190885
9265,Bhayankar Burgers,Pune,Bibwewadi,Bibwewadi,"Fast Food,American,Desserts",250.0,2.9,80,73.8754318257952,18.48190885
9266,Wow! Samosa,Hyderabad,Nallakunta & Vidyanagar,Nallakunta & Vidyanagar,Snacks,105.0,2.9,80,78.5096907,17.4030446
9267,Hotel Shree Ganesh Krupa,Pune,Kothrud,Kothrud,"Chinese,Street Food",200.0,2.9,80,73.79512500461689,18.506238
9268,Tricky Shakes,Bangalore,Koramangala,Koramangala,"Ice Cream,Beverages",250.0,5.0,20,77.6141769,12.9355957
9269,Shree Savji Biryani,Pune,Swargate,Swargate,"North Indian,Biryani,Thalis",200.0,2.9,80,73.85290370572457,18.500494850000003
9270,Cloud26,Kolkata,Alipore,Alipore,"Chinese,Continental,Pastas,Snacks",300.0,2.9,80,88.3321115601021,22.53659005
9271,Pista House Bakery,Hyderabad,Uppal,Uppal,"Pizzas,Salads",200.0,4.0,500,78.5612562,17.4025091
9272,Monster Pizza,Hyderabad,Himayath Nagar,Himayath Nagar,Pizzas,140.0,2.9,80,78.48466897611767,17.398225038981398
9273,Pista House Tea,Hyderabad,Uppal,Uppal,Beverages,100.0,4.2,50,78.5612562,17.4025091
9274,Santosh Kitchen,Mumbai,Matunga Wadala,Matunga Wadala,Chinese  Snacks,400.0,2.9,80,72.85651397528072,19.02047864817321
9275,Kempe Gowda Biryani (Nati Style),Bangalore,Basavanagudi,Basavanagudi,"Biryani,North Indian",500.0,2.9,80,77.56794465,12.9418582
9276,Thakur Food Products,Pune,Bibwewadi,Bibwewadi,"Bakery,Desserts",300.0,2.9,80,73.8754318257952,18.48190885
9277,National Lodge,Chennai,George Town,George Town,South Indian,300.0,2.9,80,80.2747381,13.083673
9278,Bismillah Stores,Kolkata,Central Kolkata,Central Kolkata,"Fast Food,Pizzas",200.0,2.9,80,88.3587427,22.5724857
9279,Cafe Ocean 11,Pune,Kothrud,Kothrud,"Fast Food,Continental,Italian,Beverages",250.0,2.9,80,73.79512500461689,18.506238
9280,The Tea Planet  Kachiguda,Hyderabad,Himayath Nagar,Himayath Nagar,"Beverages,Snacks",200.0,2.9,80,78.48466897611767,17.398225038981398
9281,Poetry By Love & Cheesecake,Mumbai,Bandra Area,Bandra Area,"European,Bakery",800.0,2.9,80,72.8328211,19.061481
9282,Wakhani,Kolkata,Dumdum,Dumdum,Indian,300.0,2.9,80,88.3937234,22.6195485
9283,The Great Indian Appetizers,Mumbai,Powai,Powai,Chinese  Lebanese  Pizzas,300.0,2.9,80,72.9052217,19.1174696
9284,Cafe Tom And Jerry,Pune,Kothrud,Kothrud,"Fast Food,Italian,Continental,Beverages",300.0,2.9,80,73.79512500461689,18.506238
9285,Pizza Club 1987,Bangalore,Koramangala,Koramangala,Pizzas,250.0,2.9,80,77.6141769,12.9355957
9286,C Kitchen,Hyderabad,Ashok Nagar,Ashok Nagar,Chinese,250.0,2.9,80,78.4896646,17.4084652
9287,Cafe Yonder,Kolkata,South Kolkata,South Kolkata,Italian  Desserts,600.0,2.9,80,88.3202144,22.4592977
9288,Hotel New Zaika,Pune,Koregaon Park,Koregaon Park,North Indian,300.0,2.9,80,73.8929915,18.5377173
9289,I Am Hungry,Kolkata,North Dumdum,North Dumdum,Chinese,200.0,2.9,80,88.44672447479577,22.6564623
9290,Zaika Restaurant,Pune,Koregaon Park,Koregaon Park,North Indian,300.0,2.9,80,73.8929915,18.5377173
9291,Singham,Pune,Koregaon Park,Koregaon Park,North Indian,300.0,2.9,80,73.8929915,18.5377173
9292,All Day Breakfast,Kolkata,South Kolkata,South Kolkata,Bengali  Snacks  Indian,350.0,2.9,80,88.3202144,22.4592977
9293,Inch By The Lane,Kolkata,Alipore,Alipore,"Chinese,North Indian",250.0,2.9,80,88.3321115601021,22.53659005
9294,High Life,Kolkata,Central Kolkata,Central Kolkata,Chinese  Indian,700.0,2.9,80,88.3587427,22.5724857
9295,Al Barkat,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9296,Happy Singh,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9297,Rewar Park,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9298,Mughal Tadka,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9299,Aaina,Pune,Koregaon Park,Koregaon Park,"North Indian,Chinese,Fast Food,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9300,Try Luck,Pune,Koregaon Park,Koregaon Park,"North Indian,Mughlai,Fast Food,Chinese",300.0,2.9,80,73.8929915,18.5377173
9301,Nawabi Tadka,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9302,Shah Restaurant,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9303,Foods Point,Pune,Koregaon Park,Koregaon Park,"North Indian,Chinese,Fast Food,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9304,Mannat,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9305,Tawakkal,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9306,Vaishu'S Kitchen,Hyderabad,Nallakunta & Vidyanagar,Nallakunta & Vidyanagar,"Biryani,Chinese",300.0,2.9,80,78.5096907,17.4030446
9307,Sim Sim,Pune,Koregaon Park,Koregaon Park,"North Indian,Fast Food,Chinese,Mughlai",300.0,2.9,80,73.8929915,18.5377173
9308,Immunno Kitchen,Kolkata,South Kolkata,South Kolkata,"Seafood,Chinese",250.0,2.9,80,88.3202144,22.4592977
9309,Madras Hotel Ashoka - Abhinandan,Chennai,Egmore,Egmore,"South Indian,Indian",500.0,4.3,20,80.26116850986952,13.078358349999998
9310,Zama,Bangalore,Indiranagar,Indiranagar,Turkish,250.0,2.9,80,77.64687767290454,12.9694164
9311,Mary'S Kitchen,Chennai,Purasawalkam,Purasawalkam,Chinese,200.0,2.9,80,80.25542324212729,13.08598976305603
9312,Biryani House,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9313,Biryani & Free Masala Chaas,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9314,Momo Zone The Momo Company,Bangalore,Indiranagar,Indiranagar,"Chinese,Fast Food",200.0,4.4,20,77.64687767290454,12.9694164
9315,Irish Biryani,Mumbai,Powai,Powai,Hyderabadi  Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9316,Msa Juices Shawarma Fruits,Hyderabad,Charminar,Charminar,"Beverages,Juices,Indian",200.0,2.9,80,78.47464213773966,17.361602400000002
9317,Biryani Center,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9318,Beijing Chicken Lollipops,Ahmedabad,Vastrapur,Vastrapur,"Chinese,Asian,Beverages",400.0,4.4,50,72.53627477922322,23.0308597
9319,Leela'S Kitchen,Mumbai,Powai,Powai,Bakery  Desserts,500.0,2.9,80,72.9052217,19.1174696
9320,Buy 2 Get 1 Free Biryani,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9321,Biryani Point,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9322,Ching Chong Chinese,Ahmedabad,Vastrapur,Vastrapur,"Chinese,Asian,Beverages",400.0,4.8,20,72.53627477922322,23.0308597
9323,Lands Of Icecream,Kolkata,Sector V Salt Lake,Sector V Salt Lake,"Fast Food,Chinese,Pizzas,Beverages",300.0,2.9,80,88.4352082438393,22.57902135
9324,Hotel Radha Krishna World Of Veg,Pune,Pcmc,Pcmc,"North Indian,South Indian,Desserts,Street Food,Beverages",350.0,2.9,80,73.84691886683456,18.62676265
9325,Arabian Wraps,Kolkata,Sector V Salt Lake,Sector V Salt Lake,"Fast Food,Chinese,Pizzas,Beverages",200.0,2.9,80,88.4352082438393,22.57902135
9326,Kebab Biryani,Mumbai,Powai,Powai,Biryani,500.0,2.9,80,72.9052217,19.1174696
9327,Golden Bistro,Hyderabad,Himayath Nagar,Himayath Nagar,"Chinese,Fast Food",250.0,2.9,80,78.48466897611767,17.398225038981398
9328,Madhuraj Kitchen,Pune,Kothrud,Kothrud,"North Indian,Street Food,Biryani",400.0,2.9,80,73.79512500461689,18.506238
9329,Barbeque Nation,Mumbai,Bandra East,Kalina,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",600.0,2.9,80,72.8648464,19.06772445
9330,Ubq By Barbeque Nation,Mumbai,Bandra East,Kalina,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",300.0,2.9,80,72.8648464,19.06772445
9331,Ammi'S Biryani,Chennai,Aminjikarai,Manickam Road,"Biryani,North Indian,Kebabs,Mughlai,Grill,Desserts,Sweets,Beverages",300.0,2.9,80,80.220515,13.0741442
9332,Eatfit,Chennai,Aminjikarai,Manickam Road,"Healthy Food,Pizzas,North Indian,Thalis,Biryani",270.0,4.3,100,80.220515,13.0741442
9333,Great Indian Khichdi,Chennai,Aminjikarai,Manickam Road,"Indian,Home Food,Healthy Food,Snacks",200.0,4.2,20,80.220515,13.0741442
9334,The Shawarma Makers,Chennai,Perambur,Perambur,"Arabian,Fast Food",220.0,2.9,80,80.2444143,13.107719
9335,Foodie Point,Pune,Vishrantwadi,Vishrantwadi,"Chinese,North Indian",200.0,2.9,80,73.88134105293025,18.573221250000003
9336,Thayi Mane Utta,Bangalore,Lingarajapuram Kammanahalli,Lingarajapuram,"South Indian,Biryani,Desserts,Beverages",300.0,2.9,80,77.6256288,13.0122527
9337,Tavakkal Hotel,Mumbai,Kurla,Kurla,"Chinese,North Indian",600.0,2.9,80,72.8847136,19.0629954
9338,Uncle Ji Ka Kitchen,Delhi,Paschim Vihar,Paschim Vihar,"North Indian,Thalis",300.0,2.9,80,77.0928296,28.6684946
9339,Filful Shawarma,Hyderabad,Banjara Hills,Banjara Hills,"Snacks,Lebanese",250.0,2.9,80,78.4310177,17.430131
9340,Adda & Biryani,Kolkata,Sector V Salt Lake,Sector V Salt Lake,"Biryani,North Indian,Combo",500.0,2.9,80,88.4352082438393,22.57902135
9341,Zorro - Milkshakes And Thickshakes,Hyderabad,Himayath Nagar,Himayath Nagar,Beverages,300.0,5.0,20,78.48466897611767,17.398225038981398
9342,Zhangg,Pune,Bibwewadi,Bibwewadi,Chinese,200.0,2.9,80,73.8754318257952,18.48190885
9343,Entanglement,Ahmedabad,Vastrapur,Vastrapur,"Pizzas,Chinese,Fast Food,Beverages,Ice Cream",450.0,2.9,80,72.53627477922322,23.0308597
9344,Huda Bakery And Chats,Bangalore,Central Bangalore,Central Bangalore,"Desserts,Chaat",100.0,2.9,80,77.5271876,12.9681914
9345,Anjana Iyengar Bakery And Chats,Bangalore,Indiranagar,Indiranagar,"Bakery,Desserts,Snacks",200.0,2.9,80,77.64687767290454,12.9694164
9346,Hyderabadi Dum Biryani,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9347,Bogo Biryani,Mumbai,Powai,Powai,Biryani  Beverages,500.0,2.9,80,72.9052217,19.1174696
9348,Maharashtrian Katta,Mumbai,Chembur,Chembur,"Street Food,Indian",200.0,2.9,80,72.9011399,19.0626319
9349,French Fry Snacks,Kolkata,Salt Lake,Salt Lake,"Fast Food,Desserts,Pizzas,Chinese,Beverages",200.0,2.9,80,88.41232712421045,22.59175005
9350,The Belgian Street,Chennai,T Nagar,T Nagar,"Bakery,Desserts,Chinese,Beverages",300.0,2.9,80,80.2193838,13.0952815
9351,A1 Restaurant,Pune,Koregaon Park,Koregaon Park,North Indian,300.0,2.9,80,73.8929915,18.5377173
9352,Shaolin Panda,Ahmedabad,Navrangpura,Navrangpura,Chinese,400.0,2.9,80,72.5641854,23.0355882
9353,Sizzling Wok,Pune,Viman Nagar,Viman Nagar,"Chinese,Desserts",300.0,2.9,80,73.9138943,18.5640691
9354,Nagpur Saoji Black Curry,Pune,Koregaon Park,Koregaon Park,Indian,600.0,2.9,80,73.8929915,18.5377173
9355,Food Picasso,Kolkata,Kestopur,Kestopur,"American,Salads,Beverages",300.0,2.9,80,88.4256283,22.5797308
9356,Cafe Doraemon,Pune,Kothrud,Kothrud,"Pizzas,Chinese",200.0,2.9,80,73.79512500461689,18.506238
9357,Arcot Biriyani,Chennai,Perambur,Perambur,Indian,150.0,2.9,80,80.2444143,13.107719
9358,Hotel Sai Shivneri,Pune,Kalyani Nagar,Kalyani Nagar,"North Indian,Chinese,Biryani,Beverages",250.0,2.9,80,73.9025513,18.5481382
9359,Bilaad Eatery,Hyderabad,Charminar,Charminar,Pizzas,275.0,2.9,80,78.47464213773966,17.361602400000002
9360,Taj Mugalai Since 1981,Chennai,Egmore,Egmore,"Chinese,Arabian",250.0,2.9,80,80.26116850986952,13.078358349999998
9361,Bread Bash,Pune,Swargate,Swargate,"Italian,Beverages",300.0,2.9,80,73.85290370572457,18.500494850000003
9362,Edr Cafe,Ahmedabad,Naranpura,Naranpura,Beverages,200.0,2.9,80,72.5601871,23.0553948
9363,Shahi Chiken Corner,Delhi,Rohini,Rohini,Indian,350.0,2.9,80,77.11627651586947,28.75081525
9364,Pizza Stone,Chennai,Villivakkam,Villivakkam,"Pizzas,Combo",350.0,2.9,80,80.20915605976413,13.11030995
9365,Nisarga Restaurant,Bangalore,Basavanagudi,Basavanagudi,"North Indian,Chinese,Snacks",300.0,2.9,80,77.56794465,12.9418582
9366,Cafe Grey By Dongle & Co,Bangalore,Indiranagar,Indiranagar,"Beverages,Pizzas,Fast Food,Bakery,Desserts",450.0,2.9,80,77.64687767290454,12.9694164
9367,Appu'S Donne Biryani,Bangalore,Koramangala,Koramangala,Biryani,400.0,2.9,80,77.6141769,12.9355957
9368,Hokart - Sri Vinayaka Chats,Bangalore,Malleshwaram,Malleshwaram,"Chaat,Street Food,Snacks,Indian",120.0,2.9,80,77.5645696,13.0064485
9369,The Special Cheeseyest Pizza,Delhi,Rohini,Rohini,"Pizzas,Fast Food",200.0,2.9,80,77.11627651586947,28.75081525
9370,New Hotel Madina Biriyani,Chennai,Purasawalkam,Purasawalkam,"Indian,Chinese,Combo",300.0,2.9,80,80.25542324212729,13.08598976305603
9371,Starter Barter,Kolkata,Dumdum,Dumdum,"Chinese,Seafood",500.0,2.9,80,88.3937234,22.6195485
9372,Aamio Bengali Restaurant,Kolkata,Lake Town,Lake Town,"Bangladeshi,Bengali",200.0,2.9,80,88.40669814344696,22.60010775
9373,The Special Roll,Delhi,Rohini,Rohini,Snacks,200.0,2.9,80,77.11627651586947,28.75081525
9374,Pradeep Egg Center,Delhi,Rohini,Rohini,Snacks,500.0,2.9,80,77.11627651586947,28.75081525
9375,Cafe Sabrosa,Kolkata,South Kolkata,South Kolkata,Fast Food  Continental  Beverages,500.0,2.9,80,88.3202144,22.4592977
9376,Food Pride,Pune,Koregaon Park,Koregaon Park,"Fast Food,Snacks,Bakery",40.0,2.9,80,73.8929915,18.5377173
9377,William John'S Pizza,Ahmedabad,Navrangpura,Navrangpura,"Pizzas,Italian,Combo",400.0,2.9,80,72.5641854,23.0355882
9378,Freezo Cakes,Mumbai,Chembur,Chembur,Bakery,200.0,2.9,80,72.9011399,19.0626319
9379,Norfest - The Dhaba,Hyderabad,Himayath Nagar,Himayath Nagar,Indian,250.0,4.2,50,78.48466897611767,17.398225038981398
9380,Prm Biryani,Bangalore,Indiranagar,Indiranagar,Biryani,400.0,2.9,80,77.64687767290454,12.9694164
9381,Pista House Bakery Kotla,Hyderabad,Charminar,Charminar,"Fast Food,Continental,Pizzas,Snacks",200.0,4.3,100,78.47464213773966,17.361602400000002
9382,Ambur Masha Allah Briyani,Chennai,Perambur,Perambur,Biryani,400.0,2.9,80,80.2444143,13.107719
9383,Lama'S Food Centre,Kolkata,South Kolkata,South Kolkata,"Chinese,Fast Food",200.0,2.9,80,88.3202144,22.4592977
9384,Jayashree Pavbhaji And Juice Bar,Pune,Swargate,Swargate,"Street Food,Beverages",200.0,2.9,80,73.85290370572457,18.500494850000003
9385,All About Garlic Bread,Hyderabad,Nallakunta & Vidyanagar,Nallakunta & Vidyanagar,Fast Food,300.0,2.9,80,78.5096907,17.4030446
9386,The Hide Away Cafe,Hyderabad, Begumpet,Begumpet,Chinese,480.0,2.9,80,78.4585964,17.4421395
9387,Red E Drop Zone,Chennai,Perambur,Perambur,"Chinese,Seafood",1000.0,2.9,80,80.2444143,13.107719
9388,Jenny'S Brownies,Mumbai,Matunga Wadala,Matunga Wadala,"Desserts,Beverages",300.0,2.9,80,72.85651397528072,19.02047864817321
9389,Miami Shakes & More,Mumbai,Matunga Wadala,Matunga Wadala,"Desserts,Beverages",300.0,2.9,80,72.85651397528072,19.02047864817321
9390,Miami Waffle & Jawbreakers,Mumbai,Matunga Wadala,Matunga Wadala,Bakery  Desserts  Beverages,300.0,2.9,80,72.85651397528072,19.02047864817321
9391,The House Of Momos,Pune,Sangvi,Sangvi,Chinese,200.0,2.9,80,73.81567161477058,18.576837430260014
9392,New York Waffle & Dinges,Mumbai,Matunga Wadala,Matunga Wadala,Desserts  Beverages,300.0,2.9,80,72.85651397528072,19.02047864817321
9393,Starboy Pizza & Shakes,Mumbai,Matunga Wadala,Matunga Wadala,Pizzas  Fast Food  Desserts,400.0,2.9,80,72.85651397528072,19.02047864817321
9394,Wack Waffle & Brownies,Mumbai,Matunga Wadala,Matunga Wadala,Desserts  Beverages,300.0,2.9,80,72.85651397528072,19.02047864817321
9395,Winner Pizza (Fresh Dough),Mumbai,Matunga Wadala,Matunga Wadala,"Pizzas,Italian,Desserts,Beverages",400.0,2.9,80,72.85651397528072,19.02047864817321
9396,Ajay S,Surat,Sarthana,Sarthana,"Italian,North Indian",200.0,2.9,80,72.90334759999999,21.2316178
9397,Shawarma Nation,Kolkata,South Kolkata,South Kolkata,"Middle Eastern,Fast Food,Lebanese",300.0,4.7,20,88.3202144,22.4592977
9398,Nothing But Chicken,Pune,Kalyani Nagar,Kalyani Nagar,"Salads,Raw meats",400.0,2.9,80,73.9025513,18.5481382
9399,Biryanikar,Pune,Kothrud,Kothrud,"Biryani,Beverages,Ice Cream,Sweets",300.0,2.9,80,73.79512500461689,18.506238
9400,Salt N Spice,Kolkata,Alipore,Alipore,"Fast Food,Beverages,Snacks,Chinese,Ice Cream,Combo",350.0,2.9,80,88.3321115601021,22.53659005
9401,Cafe Sky,Pune,Aundh,Aundh,"Chinese,Juices",420.0,2.9,80,73.81655085249491,18.55395605
9402,Chicken Express,Ahmedabad,Naroda,Naroda,Chinese,300.0,2.9,80,72.6580946,23.0854097
9403,Pizza Cottage,Chennai,Villivakkam,Villivakkam,"Pizzas,Fast Food,Beverages",300.0,2.9,80,80.20915605976413,13.11030995
9404,Cake Creation The Cake Shop And Cafe,Pune,Bibwewadi,Bibwewadi,Bakery,300.0,2.9,80,73.8754318257952,18.48190885
9405,Donut Hub,Mumbai,Matunga Wadala,Matunga Wadala,Desserts,250.0,2.9,80,72.85651397528072,19.02047864817321
9406,Wok On Fire - Indo Chinese - Pan Asian,Ahmedabad,Navrangpura,Navrangpura,"Chinese,Thai,Asian",500.0,4.8,50,72.5641854,23.0355882
9407,Dilli Meri Jaan,Delhi,Rohini,Rohini,"Chinese,Indian",350.0,2.9,80,77.11627651586947,28.75081525
9408,Bharat Biryani,Kolkata,Central Kolkata,Central Kolkata,"Biryani,Indian,Combo",350.0,2.9,80,88.3587427,22.5724857
9409,Brook Bite Brownie,Hyderabad,Nallakunta & Vidyanagar,Nallakunta & Vidyanagar,Desserts,200.0,2.9,80,78.5096907,17.4030446
9410,Hotel Shraddha Veg And Nonveg,Pune,Kothrud,Kothrud,"North Indian,Biryani",300.0,2.9,80,73.79512500461689,18.506238
9411,Arabian Paradise,Chennai,Vadapalani,Vadapalani,"Arabian,Tandoor,Grill",250.0,2.9,80,80.2120661,13.0509304
9412,Chimichurri - All Day Asian Diner,Pune,Aundh,Aundh,"Pan-Asian,Beverages,Chinese",1000.0,2.9,80,73.81655085249491,18.55395605
9413,The Feelia Cafe,Pune,Kothrud,Kothrud,Beverages,300.0,2.9,80,73.79512500461689,18.506238
9414,Kalandini Chinese,Pune,Sinhgad Road,Sinhgad Road,Chinese,220.0,2.9,80,73.83632537839244,18.4651377
9415,Murugappa Mess,Chennai,T Nagar,T Nagar,"South Indian,Indian,Desserts",1.0,2.9,80,80.2193838,13.0952815
9416,Gausiya Restaurant,Pune,Kondhwa,Kondhwa,"Indian,Biryani",200.0,2.9,80,73.88560128552304,18.492195917790585
9417,New Banglore Iyengars Bakery,Mumbai,Chembur,Chembur,"Bakery,Snacks",400.0,2.9,80,72.9011399,19.0626319
9418,Yash Chinese Center,Pune,Vishrantwadi,Vishrantwadi,Chinese,250.0,2.9,80,73.88134105293025,18.573221250000003
9419,Hyderabadi Biryani,Delhi,Rohini,Rohini,"Biryani,Indian,Chinese,Beverages",350.0,2.9,80,77.11627651586947,28.75081525
9420,Hyderabadi Handi Biryani,Delhi,Rohini,Rohini,North Indian,350.0,2.9,80,77.11627651586947,28.75081525
9421,Hot'S Chaines & Momos,Pune,Kothrud,Kothrud,"Chinese,Beverages",200.0,2.9,80,73.79512500461689,18.506238
9422,Mai Aur Meri Chai,Kolkata,Dumdum,Dumdum,"Fast Food,Italian,Chinese",200.0,2.9,80,88.3937234,22.6195485
9423,Tandoor Chicken,Ahmedabad,Isanpur,Isanpur,Tandoor,70.0,2.9,80,72.602115116893,22.97862895
9424,Jaihind Biryani (No Halal),Hyderabad,Himayath Nagar,Himayath Nagar,Indian,400.0,2.9,80,78.48466897611767,17.398225038981398
9425,Nawabi Khana,Bangalore,Central Bangalore,Central Bangalore,"Arabian,Biryani",300.0,2.9,80,77.5271876,12.9681914
9426,Mr.Idli,Pune,Shivaji Nagar,Shivaji Nagar,"South Indian,Fast Food",200.0,2.9,80,73.7729748,18.6062334
