,Restaurant,City,Area,Address,Food type,Price,Avg ratings,Total ratings,longitude,latitude
140,Midnight Chef,Chandigarh,Sector 35,"SCO 329-332, Sector 35B, Sector 35, Chandigarh","North Indian, Chinese, Continental, Italian, Burger",500.0,3.4,502,76.76560555,30.72476574
141,Nik Baker's,Chandigarh,Sector 35,"SCO 441 & 442, Sector 35 C, Sector 35, Chandigarh","Bakery, Desserts, Cafe",325.0,4.1,698,76.76055595,30.72152328
142,OvenFresh,Chandigarh,Sector 35,"SCO 437 & 438, Sector 35 C, Sector 35, Chandigarh","Cafe, Bakery",325.0,4.1,397,76.7606106,30.7216086
143,Super Donuts,Chandigarh,Sector 35,"SCO 446 Sector 35 C, Sector 35, Chandigarh","Burger, Fast Food, Desserts, Beverages",225.0,4.0,265,76.76028337,30.72137975
144,Taco Bell,Chandigarh,Sector 35,"SCO 453-454, Sector 35C, Sector 35, Chandigarh","Mexican, Fast Food",300.0,4.2,252,76.75984483,30.72114167
145,Karim's,Chandigarh,Sector 7,"SCO 33, Madhya Marg, Sector 7, Chandigarh","Mughlai, North Indian",400.0,3.3,86,76.8009793,30.7306181
146,Virgin Courtyard,Chandigarh,Sector 7,"Backside, SCO 1A, Madhya Marg, Sector 7, Chandigarh",Italian,1100.0,4.4,817,76.7976205,30.7334795
147,Burgrill,Chandigarh,Sector 8,"Booth 70, Sector 8, Chandigarh","Burger, Fast Food",250.0,4.5,249,76.7978909,30.740827
148,Uncle Jack's,Chandigarh,Sector 8,"Booth 11, Sector 8, Chandigarh","Desserts, American",300.0,4.0,356,76.7972148,30.7408896
149,That Madras Place,Chennai,Adyar,"34/29, 2nd Main Road, Kasturibai Nagar, Adyar, Chennai","European, Italian, Desserts",400.0,4.2,1810,80.250744,13.0058006
150,Haunted,Chennai,Anna Nagar East,"273, F13, New Number 71, 2nd Main Road, Anna Nagar East, Chennai","North Indian, Chinese, Arabian",400.0,3.8,519,80.2206723,13.0864385
151,Pantry d'or,Chennai,Anna Nagar East,"21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai","Continental, Cafe, Italian, Desserts",375.0,4.4,1504,80.2191037,13.0918088
152,Palmshore,Chennai,Ashok Nagar,"95, Jawaharlal Nehru Salai, Jafferkhanpet, Ashok Nagar, Chennai","North Indian, Mughlai, Chinese, South Indian",425.0,4.2,841,80.20881157,13.02977985
153,Chili's,Chennai,"Express Avenue Mall,  Royapettah","49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai","Mexican, American, Tex-Mex, Burger",850.0,4.8,1262,80.264151,13.058616
154,Writer's Cafe,Chennai,Gopalapuram,"98, Peter's Road, Behind Philip's Service Centre, Gopalapuram, Chennai","Cafe, European",225.0,4.2,191,80.25722075,13.05434714
155,Fusilli Reasons,Chennai,Kilpauk,"1/9, Dr. Vasudevan Street, Ormes Road, Kilpauk, Chennai",Italian,175.0,4.6,1510,80.24851944,13.08187778
156,Ciclo Cafe,Chennai,Kotturpuram,"47, Gandhi Mandapam Road, Kotturpuram, Chennai","Cafe, Continental",550.0,4.1,1004,80.24243889,13.02239444
157,Kaidi Kitchen,Chennai,Mylapore,"20/3, Bishop Wallers Avenue, Mylapore, Chennai","Italian, Mexican, Chinese, Thai, North Indian",750.0,4.0,1820,80.26147,13.044694
158,Bombay Brasserie,Chennai,Nungambakkam,"3, College Lane, Nungambakkam, Chennai",North Indian,600.0,4.6,1753,80.251865,13.066762
159,Maplai,Chennai,Nungambakkam,"14, Sterling Avenue, Nungambakkam, Chennai","South Indian, Chettinad",500.0,4.2,1714,80.23644167,13.06418056
160,Paradise,Chennai,Perungudi,"392, Anjali Devi Towers Kandanchavadi, OMR, Perungudi, Chennai","Biryani, North Indian",450.0,3.8,1317,80.24998214,12.97279291
161,L'amandier,Chennai,RA Puram,"57, 2nd Main Road, RA Puram, Chennai","European, Cafe, Italian",600.0,4.3,1607,80.25479067,13.02701773
162,Palmshore,Chennai,Ramapuram,"Plot 8, Park Dugar, Mount Poonamallee High Road, Ramapuram, Chennai","North Indian, Mughlai, Chinese, South Indian",425.0,4.4,645,80.17456822,13.02627908
163,Palmshore,Chennai,Santhome,"111/108, Santhome High Road, Foreshore Estate, Santhome, Chennai","North Indian, Mughlai, Chinese, South Indian",425.0,4.3,742,80.2752348,13.02628637
164,Basil With A Twist,Chennai,T. Nagar,"58-A, Habibullah Road, T. Nagar, Chennai","Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",750.0,4.5,1210,80.24226844,13.04964535
165,Barbeque Nation,Chennai,T. Nagar,"Shri Devi Park Hotel, 1, Hanumantha Road, North Usman Road, T. Nagar, Chennai","North Indian, Continental",1000.0,4.4,3848,80.23311,13.045479
166,AB's - Absolute Barbecues,Chennai,Velachery,"Velachery Tharamani Link Road, Opposite TCS, Velachery, Chennai","North Indian, European, Mediterranean",800.0,4.9,859,80.231598,12.981615
167,Coal Barbecues,Chennai,Velachery,"17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai","North Indian, Mediterranean, Asian, Arabian",700.0,4.6,1267,80.21811381,12.98604688
168,Pind,Chennai,Velachery,"2, Sarathy Nagar, 1st Main Road, Velachery, Chennai","North Indian, Chinese",450.0,4.0,2272,80.221898,12.975996
169,Kuchi n Kream,Coimbatore,Gandhipuram,"353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore","Cafe, Continental, Fast Food",400.0,4.6,202,76.9720757,11.01629845
170,Haribhavanam Hotel,Coimbatore,Peelamedu,"2, Bharathi Colony, Peelamedu, Coimbatore","South Indian, Chettinad, North Indian",300.0,3.9,318,76.995667,11.022477
171,Kites Cafe,Coimbatore,Peelamedu,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Cafe,200.0,3.8,124,77.015393,11.025083
172,Zucca Pizzeria,Coimbatore,Peelamedu,"GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",Pizza,300.0,3.5,274,77.00700302,11.02483917
173,Burger Ka Baap,Coimbatore,Peelamedu,"Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",Fast Food,250.0,4.3,147,76.99959444,11.02216944
174,The Cascade Restaurant,Coimbatore,Peelamedu,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Chinese,600.0,4.1,243,76.99501667,11.02127778
175,24 Plus Cafe & Restaurant,Coimbatore,Podanur,"1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore","Continental, Fast Food, Desserts, Indian",225.0,3.8,24,76.971082,10.96185
176,Valarmathi Kongunaatu Samayal,Coimbatore,Race Course,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore","South Indian, Biryani",175.0,4.5,380,76.976268,11.001852
177,Bird On Tree,Coimbatore,Race Course,"28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore","Continental, Chinese, Thai, Malaysian, North Indian",600.0,3.8,221,76.98431119,11.00863836
178,Tim's Bistro,Coimbatore,Race Course,"156, Race Course Road, Race Course, Coimbatore","North Indian, Continental",350.0,3.9,85,76.9754397,11.0030085
179,Batlivala & Khanabhoy,Coimbatore,Race Course,"122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore","Parsi, North Indian",600.0,4.2,40,76.98624135,11.00175265
180,Cafe Totaram,Coimbatore,Race Course,"245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore","Cafe, Fast Food",300.0,4.0,132,76.98187642,11.00076241
181,Cream Centre,Coimbatore,Race Course,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore","North Indian, Chinese, Italian, Mexican",500.0,4.0,203,76.97649444,11.00366944
182,On The Go,Coimbatore,Race Course,"167, Race Course Road, Gopalapuram, Race Course, Coimbatore","Italian, North Indian, Desserts",750.0,4.0,215,76.975525,11.00368056
183,Sree Annapoorna,Coimbatore,RS Puram,"75, East Arokiasamy Road, RS Puram, Coimbatore","South Indian, North Indian, Chinese",200.0,4.3,225,76.95173611,11.00668611
184,That's Y Food,Coimbatore,RS Puram,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore","North Indian, Biryani",700.0,4.2,299,76.95295,11.010375
185,CakeBee,Coimbatore,Saibaba Colony,"6/1, SRP Nagar, Saibaba Colony, Coimbatore","Bakery, Desserts",175.0,4.9,200,76.94465239,11.02611735
186,Yari,Coimbatore,Saibaba Colony,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore","North Indian, Chinese, Street Food",350.0,4.2,221,76.940432,11.02091
187,Cream Stone,Coimbatore,"SMS Hotel, Peelamedu","Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore","Desserts, Ice Cream",150.0,4.3,161,76.9983492,11.02229761
188,Barbeque Nation,Coimbatore,Town Hall,"6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore","North Indian, European, Mediterranean",700.0,4.4,505,76.96330278,10.99413611
189,Anandam,Dehradun,Hathibarkala Salwala,"69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun","Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",325.0,3.9,141,78.053162,30.335259
190,Town Table Restaurant,Dehradun,Hathibarkala Salwala,"101, Rajpur Road, Hathibarkala Salwala, Dehradun","North Indian, Chinese, Continental",500.0,3.9,173,78.060221,30.340722
191,Kalsang Friends Corner,Dehradun,Hathibarkala Salwala,"88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun","Chinese, Thai, Tibetan",375.0,4.2,406,78.062543,30.346994
192,The Great Indian Pub,Dehradun,Jakhan,"138/345, Rajpur Road, Jakhan, Dehradun",North Indian,750.0,4.9,50,78.06802238,30.36128079
193,Punjab Grill,Dehradun,Jakhan,"Rajpur Road, Jakhan, Dehradun","Mughlai, North Indian",625.0,4.0,98,78.067079,30.359722
194,TBistro,Dehradun,Karanpur,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun","North Indian, Chinese",275.0,3.8,230,78.054222,30.332735
195,Y Cafe & Restaurant,Dehradun,Karanpur,"Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun",Cafe,250.0,4.0,94,78.049117,30.328174
196,Dunkin Donuts,Dehradun,"Pacific Mall, Jakhan","UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun","Burger, Desserts",300.0,3.9,101,78.070453,30.366322
197,Doon Darbar,Dehradun,Paltan Bazaar,"43, Gandhi Road, Paltan Bazaar, Dehradun","North Indian, Mughlai",300.0,3.9,121,78.04026667,30.31952778
198,Barbeque Nation,Dehradun,Rajpur,"Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun","North Indian, Mediterranean, Asian, Chinese",800.0,4.4,66,78.061187,30.3425093
199,Black Pepper Restaurant,Dehradun,Rajpur,"3, Astley Hall, Rajpur Road, Rajpur, Dehradun","North Indian, Chinese",600.0,4.0,175,78.046106,30.327968
200,Jalapenos,Dehradun,Rajpur,"Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun","Cafe, Mexican",250.0,4.2,68,78.07715102,30.37220198
201,Desire Foods,Faridabad,Badarpur Border,"G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border, Faridabad","Chinese, Fast Food, Bakery",125.0,2.9,4,77.3066401,28.4900591
202,Knight Rock,Faridabad,Badarpur Border,"11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad","North Indian, Chinese",250.0,2.8,16,77.304776,28.4901567
203,Punjab Restaurant,Faridabad,Badarpur Border,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",North Indian,75.0,2.8,8,77.305563,28.4901368
204,Raju Dhaba,Faridabad,Badarpur Border,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",North Indian,75.0,2.9,8,77.3061016,28.4900979
205,Rakheja Bakery,Faridabad,Badarpur Border,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Bakery,50.0,2.8,7,77.3057446,28.490062
206,Snax Points,Faridabad,Badarpur Border,"A-68/5, Near Mehra Petrol Pump, Main Tajpur Road, Badarpur Border, Faridabad","Chinese, North Indian, Fast Food",150.0,3.0,4,77.3053835,28.4901198
207,Cafe And More,Faridabad,Charmwood Village,"UGF 22, Charmwood Plaza, Eros Garden, Charmwood Village, Faridabad","Fast Food, North Indian",150.0,2.9,4,77.2905651,28.4946638
208,Green Chick Chop,Faridabad,Charmwood Village,"UG 58, Charmwood Plaza, Eros Garden Colony, Suraj Kund Road, Charmwood Village, Faridabad","Raw Meats, North Indian, Fast Food",175.0,3.0,7,77.2905276,28.4946804
209,Kolkata Hot Kathi Rolls,Faridabad,Charmwood Village,"Deepak Complex, Near Eros Garden, Charmwood Village, Faridabad","Fast Food, Chinese",150.0,2.9,11,77.2918292,28.4922473
210,Kebab Xpress,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Shop 23-24, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","North Indian, Mughlai",300.0,2.8,49,77.3074479,28.4698631
211,McDonald's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","12/7, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Fast Food, Burger",250.0,3.4,58,77.3074479,28.4695043
212,Suruchi,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","29, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","North Indian, South Indian, Gujarati, Rajasthani",350.0,3.4,233,77.3074479,28.4701322
213,Berco's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Shop R-2, 3rd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Chinese, Thai",550.0,3.8,508,77.3072684,28.4700256
214,Dunkin' Donuts,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","3, 2nd Floor, Crown Interiorz Mall, Near Toll Bridge, Sector 35, Faridabad","Burger, Desserts, Fast Food",300.0,3.6,98,77.3074031,28.4693655
215,The Chocolate Room,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","10, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Cafe, Desserts",450.0,3.6,59,77.3074031,28.4693655
216,KFC,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","Shops 21-22, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","American, Fast Food, Burger",250.0,2.1,57,77.30706006,28.46980656
217,Barbeque Nation,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",North Indian,800.0,4.0,299,77.3073785,28.4698629
218,Yo! China,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","S-2, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",Chinese,650.0,4.1,239,77.3074031,28.4693655
219,Giani's,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","Food Court, Crown Plaza Mall, Sector 15-A,  Near, Sector 15, Faridabad","Ice Cream, Desserts",200.0,3.2,16,77.3130127,28.3980691
220,Momo-Cha,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad",Fast Food,100.0,2.7,16,77.3130127,28.3979794
221,Shree Rathnam,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","LG-28, Crown Plaza Mall, Sector 15-A, Sector 15, Faridabad","South Indian, North Indian, Chinese",400.0,3.4,48,77.3128332,28.397424
222,Mirage Restro Bar,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","2nd Floor, Crown Plaza Mall, Sector 15-A, Sector 15, Faridabad","North Indian, Mughlai",500.0,2.4,25,77.3131025,28.3978083
223,Gelato Vinto,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad","40 GF, Eldeco Station 1 Mall, Sector 12, Faridabad","Desserts, Ice Cream",125.0,2.8,12,77.3139102,28.3868454
224,Cakes 'n Bakes - Park Plaza,Faridabad,"Park Plaza, Sector 21, Faridabad","Park Plaza, Sector 21 C, Sector 21, Faridabad",Bakery,500.0,3.0,15,77.2969459,28.4292178
225,Cafe Bite,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad","UGF 35, Parsvanath City Mall, Sector 12, Faridabad",Cafe,250.0,3.2,19,77.3144487,28.383665
226,Cafe Light,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad","Shop 38, Upper Ground Floor, Parsvnath City Mall, Sector 12, Faridabad","Cafe, Chinese, Fast Food",250.0,2.8,8,77.3144877,28.3837046
227,Momo-Cha,Faridabad,Sector 10,"J-121, Near Lean Wolf Gym, Sector 10, Faridabad","North Indian, Chinese",225.0,2.8,20,77.3291609,28.3754863
228,Oregano India,Faridabad,Sector 10,"Shop 2661, Sector 7-10 Market, YMCA Road, Sector 10, Faridabad","Fast Food, Chinese, Italian",250.0,3.1,11,77.3266079,28.3689797
229,Sagar Bakery,Faridabad,Sector 10,"938, 7-10 Chowk, YMCA Road, Sector 10, Faridabad",Bakery,75.0,3.0,11,77.3270132,28.3692291
230,Smugglers,Faridabad,Sector 10,"Near Big Bus, Sector 9-10 Road, Sector 10, Faridabad",North Indian,225.0,3.1,7,77.329628,28.3702087
231,Welcome,Faridabad,Sector 10,"J140, Sector 10, Faridabad","North Indian, Chinese",350.0,2.9,13,77.3288978,28.3777541
232,Chimney,Faridabad,Sector 11,"SCF 9, Near Bank of India, Sector 11, Faridabad","North Indian, Mughlai, Chinese",400.0,3.3,25,77.319026,28.3725172
233,Chopstick,Faridabad,Sector 11,"Booth 15, Sector 11, Faridabad",Chinese,150.0,3.0,22,77.3185858,28.371835
234,Hot & Tasty Chinese Food,Faridabad,Sector 11,"18, DLF Market, Sector 11, Faridabad","North Indian, Chinese",225.0,2.6,26,77.3184832,28.3719511
235,Sanjha Chulha,Faridabad,Sector 11,"Plot 1-A, Sector 11-D, Sector 11, Faridabad","North Indian, Mughlai",350.0,2.9,16,77.32157,28.3692881
236,Frontier,Faridabad,Sector 12,"Ground Floor, Parsvnath CIty Mall, Sector 12, Faridabad",Bakery,100.0,2.9,7,77.31429167,28.38339444
237,Oxy Lounge,Faridabad,Sector 12,"Town Park, Opposite District Court, Sector 12, Faridabad","North Indian, Chinese, Italian",750.0,3.1,28,77.3244365,28.384502
238,Al Bake,Faridabad,Sector 15,"SCF 58, Ground Floor, Sector 15, Faridabad","North Indian, Chinese",300.0,3.2,31,77.3229299,28.395009
239,Anupam Sweet,Faridabad,Sector 15,"SCF 74, Sector 15 Market, Sector 15, Faridabad","North Indian, South Indian, Chinese, Fast Food, Mithai",200.0,3.4,70,77.3222568,28.3949008
240,Cafe Coffee Day,Faridabad,Sector 15,"SCF 42, Shopping Centre, Main Huda Market, Sector 15, Faridabad",Cafe,225.0,3.3,67,77.3236112,28.3952671
241,Chicago Pizza,Faridabad,Sector 15,"Booth Number 135, Main Market, Sector 15, Faridabad",Pizza,300.0,2.7,35,77.3217184,28.3950296
242,Crispy Crust,Faridabad,Sector 15,"Shop 19, HUDA Market, Opposite Mother Dairy, Sector 15, Faridabad","North Indian, Chinese, Fast Food",250.0,3.4,22,77.3241683,28.3950992
243,Frontier,Faridabad,Sector 15,"SCO 46, Main Market, Sector 15, Faridabad",Bakery,100.0,3.3,17,77.3235114,28.3951274
244,Gulab,Faridabad,Sector 15,"Shop 33, Main Market, Sector 15, Faridabad","North Indian, South Indian, Fast Food, Street Food, Mithai",300.0,2.6,39,77.3239437,28.3952906
245,Hunger Cure Express,Faridabad,Sector 15,"HUDA Market, Sector 15, Faridabad","Fast Food, Beverages",250.0,3.3,35,77.3217312,28.3946937
246,Momo-Cha,Faridabad,Sector 15,"87, Near City Chemist, Sector 15, Faridabad","Chinese, Fast Food",200.0,2.7,32,77.3224363,28.3951869
247,Nirula's,Faridabad,Sector 15,"135, Lower Ground Floor, HUDA Market, Sector 15, Faridabad","Fast Food, Desserts, Ice Cream, Beverages",475.0,2.6,14,77.292179,28.452631
248,The Grub House,Faridabad,Sector 15,"SCF 55, Main Market, Sector 15, Faridabad","Cafe, North Indian, Chinese, Continental",300.0,2.7,17,77.323244,28.3950834
249,Twenty Four Seven,Faridabad,Sector 15,"A-45/49, Sector 15, Faridabad","Fast Food, North Indian",150.0,3.4,35,77.3234608,28.3950913
250,Cafe Parmesan,Faridabad,Sector 15,"42, 1st Floor, HUDA Market, Sector 15, Faridabad",Italian,500.0,4.5,799,77.3236479,28.3950766
251,Briosca,Faridabad,Sector 15,"Shop 45, Main Market, Sector 15, Faridabad","Bakery, Fast Food",200.0,3.6,62,77.3234235,28.3952798
252,Burger Point,Faridabad,Sector 15,"Shop 105, Sector 15, Faridabad","Burger, Fast Food",150.0,3.5,24,77.3220773,28.3949736
253,Cafe Grub Up,Faridabad,Sector 15,"SCF 43, 2nd Floor, Main Market, Sector 15, Faridabad","Cafe, American, Mexican, Italian, Thai",450.0,3.8,134,77.3235233,28.395196
254,Cakes At Bhawanas,Faridabad,Sector 15,"418, 1st Floor, Sector 15, Faridabad",Bakery,200.0,3.5,26,77.317231,28.393261
255,Chaudhary Bhojnalaya,Faridabad,Sector 15,"HUDA Market, Sector 15, Faridabad",North Indian,200.0,3.6,93,77.3240517,28.3953389
256,Chickenette,Faridabad,Sector 15,"11 & 12, Main Market, Sector 15, Faridabad","Raw Meats, North Indian, Chinese, Fast Food",325.0,3.7,280,77.3244107,28.3951035
257,Giani,Faridabad,Sector 15,"125, Near Gurudwara, Sector 15, Faridabad","Ice Cream, Desserts",200.0,3.6,70,77.3216428,28.3951385
258,Green Chick Chop,Faridabad,Sector 15,"135, Main Market, Sector 15, Faridabad","Raw Meats, North Indian, Fast Food",175.0,3.5,31,77.3244107,28.3951932
259,Hash Stix,Faridabad,Sector 15,"Shop 160, Sector 15, Faridabad",Fast Food,125.0,3.6,25,77.32343964,28.39483205
260,Juice On Go,Faridabad,Sector 15,"SCF 46-50, 1st Floor, Fitstop Gym, Main Market, Sector 15, Faridabad","Juices, Beverages",75.0,3.5,18,77.32328642,28.39527358
261,Keventers,Faridabad,Sector 15,"Booth 125-P, Ground Floor, Huda Market, Sector 15, Faridabad",Beverages,200.0,3.6,27,77.3218081,28.3947688
262,MD's Kebabs & Curries,Faridabad,Sector 15,"Shop 18, Opposite Mother Dairy, Sector 15 Market, Sector 15, Faridabad","North Indian, Mughlai, Chinese",375.0,3.8,27,77.3244107,28.395283
263,Perfect Bake,Faridabad,Sector 15,"DSS-48, Huda Market, Sector 15, Faridabad","Bakery, Fast Food",200.0,3.5,39,77.29659833,28.43002333
264,Perfect Bake,Faridabad,Sector 15,"SCF 40, Main Market, Sector 15, Faridabad","Bakery, Fast Food",200.0,3.6,126,77.3231543,28.3952545
